media,source,keyword,year,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20
China,chinadaily.com.cn,energy transition,2020,0.007571843490214313,2.742703736590513e-4,0.0027831888386387884,0.0012967645088780434,0.30084656568872353,0.05494361967257024,8.224541842598431e-5,5.376587976864756e-4,5.056737162288638e-4,4.6011390266000415e-5,3.246289798154284e-4,0.0050434873204314445,5.811417400274254e-4,0.0013294990527811224,0.12333253404694874,3.263832000272499e-4,1.8177959311166806e-4,8.358511616784577e-4,0.0016641961636546208,0.49749265684623273
China,chinadaily.com.cn,energy transition,2020,0.007571843490214313,2.742703736590513e-4,0.0027831888386387884,0.0012967645088780434,0.30084656568872353,0.05494361967257024,8.224541842598431e-5,5.376587976864756e-4,5.056737162288638e-4,4.6011390266000415e-5,3.246289798154284e-4,0.0050434873204314445,5.811417400274254e-4,0.0013294990527811224,0.12333253404694874,3.263832000272499e-4,1.8177959311166806e-4,8.358511616784577e-4,0.0016641961636546208,0.49749265684623273
China,chinadaily.com.cn,energy transition,2020,0.03469313624833557,0.03541577000226732,0.04436785747853394,0.001124471097833413,0.27535700607121316,0.02800137836079836,0.04405013335090757,0.24029557573218505,3.657892068172081e-4,0.06219329242685571,0.021172149010959707,0.08695896180549495,0.00287082492635195,0.0032341545843225183,0.11112074253246655,6.203726618137209e-4,5.122725152816385e-4,0.0012081604249718834,0.003407822907157546,0.0030301286554326587
China,chinadaily.com.cn,energy transition,2020,0.03469313624833557,0.03541577000226732,0.04436785747853394,0.001124471097833413,0.27535700607121316,0.02800137836079836,0.04405013335090757,0.24029557573218505,3.657892068172081e-4,0.06219329242685571,0.021172149010959707,0.08695896180549495,0.00287082492635195,0.0032341545843225183,0.11112074253246655,6.203726618137209e-4,5.122725152816385e-4,0.0012081604249718834,0.003407822907157546,0.0030301286554326587
China,chinadaily.com.cn,energy transition,2020,0.03469313624833557,0.03541577000226732,0.04436785747853394,0.001124471097833413,0.27535700607121316,0.02800137836079836,0.04405013335090757,0.24029557573218505,3.657892068172081e-4,0.06219329242685571,0.021172149010959707,0.08695896180549495,0.00287082492635195,0.0032341545843225183,0.11112074253246655,6.203726618137209e-4,5.122725152816385e-4,0.0012081604249718834,0.003407822907157546,0.0030301286554326587
China,chinadaily.com.cn,energy transition,2020,0.03469313624833557,0.03541577000226732,0.04436785747853394,0.001124471097833413,0.27535700607121316,0.02800137836079836,0.04405013335090757,0.24029557573218505,3.657892068172081e-4,0.06219329242685571,0.021172149010959707,0.08695896180549495,0.00287082492635195,0.0032341545843225183,0.11112074253246655,6.203726618137209e-4,5.122725152816385e-4,0.0012081604249718834,0.003407822907157546,0.0030301286554326587
China,chinadaily.com.cn,energy transition,2020,0.03469313624833557,0.03541577000226732,0.04436785747853394,0.001124471097833413,0.27535700607121316,0.02800137836079836,0.04405013335090757,0.24029557573218505,3.657892068172081e-4,0.06219329242685571,0.021172149010959707,0.08695896180549495,0.00287082492635195,0.0032341545843225183,0.11112074253246655,6.203726618137209e-4,5.122725152816385e-4,0.0012081604249718834,0.003407822907157546,0.0030301286554326587
China,chinadaily.com.cn,energy transition,2020,0.0024014399079567896,0.0015835316426970286,0.08765336811861421,0.004940151097091559,0.08886611303528469,0.1489573447592463,0.009113870579216058,0.061087935181041844,8.347348957753054e-4,0.0028236572077858586,0.0027402222604057,0.024636948151962736,0.036725798538710344,0.13055435459211676,0.02675690427307419,0.001963344779000145,8.122882949085394e-4,0.003948018682761182,0.12509844926253394,0.23850152473981678
China,chinadaily.com.cn,energy transition,2020,0.0024014399079567896,0.0015835316426970286,0.08765336811861421,0.004940151097091559,0.08886611303528469,0.1489573447592463,0.009113870579216058,0.061087935181041844,8.347348957753054e-4,0.0028236572077858586,0.0027402222604057,0.024636948151962736,0.036725798538710344,0.13055435459211676,0.02675690427307419,0.001963344779000145,8.122882949085394e-4,0.003948018682761182,0.12509844926253394,0.23850152473981678
China,chinadaily.com.cn,energy transition,2020,0.0024014399079567896,0.0015835316426970286,0.08765336811861421,0.004940151097091559,0.08886611303528469,0.1489573447592463,0.009113870579216058,0.061087935181041844,8.347348957753054e-4,0.0028236572077858586,0.0027402222604057,0.024636948151962736,0.036725798538710344,0.13055435459211676,0.02675690427307419,0.001963344779000145,8.122882949085394e-4,0.003948018682761182,0.12509844926253394,0.23850152473981678
China,chinadaily.com.cn,energy transition,2020,0.0024014399079567896,0.0015835316426970286,0.08765336811861421,0.004940151097091559,0.08886611303528469,0.1489573447592463,0.009113870579216058,0.061087935181041844,8.347348957753054e-4,0.0028236572077858586,0.0027402222604057,0.024636948151962736,0.036725798538710344,0.13055435459211676,0.02675690427307419,0.001963344779000145,8.122882949085394e-4,0.003948018682761182,0.12509844926253394,0.23850152473981678
China,chinadaily.com.cn,energy transition,2020,0.0017609445666924967,0.0025240353849475747,0.1437985861372419,0.01165901259138125,0.1568860823745472,0.011575880705618819,0.012814243162537722,0.017672685376748733,0.07005314256701421,0.09747748122725919,0.005449176200193977,0.113345229710407,0.03628457887084624,0.12404657406856348,0.06025162595550016,0.002170471766311975,0.0019032330959944273,0.0013930735871047861,0.12222763549808348,0.00670630715300573
China,chinadaily.com.cn,energy transition,2020,0.0017609445666924967,0.0025240353849475747,0.1437985861372419,0.01165901259138125,0.1568860823745472,0.011575880705618819,0.012814243162537722,0.017672685376748733,0.07005314256701421,0.09747748122725919,0.005449176200193977,0.113345229710407,0.03628457887084624,0.12404657406856348,0.06025162595550016,0.002170471766311975,0.0019032330959944273,0.0013930735871047861,0.12222763549808348,0.00670630715300573
China,chinadaily.com.cn,energy transition,2020,0.0017609445666924967,0.0025240353849475747,0.1437985861372419,0.01165901259138125,0.1568860823745472,0.011575880705618819,0.012814243162537722,0.017672685376748733,0.07005314256701421,0.09747748122725919,0.005449176200193977,0.113345229710407,0.03628457887084624,0.12404657406856348,0.06025162595550016,0.002170471766311975,0.0019032330959944273,0.0013930735871047861,0.12222763549808348,0.00670630715300573
China,chinadaily.com.cn,energy transition,2020,0.0017609445666924967,0.0025240353849475747,0.1437985861372419,0.01165901259138125,0.1568860823745472,0.011575880705618819,0.012814243162537722,0.017672685376748733,0.07005314256701421,0.09747748122725919,0.005449176200193977,0.113345229710407,0.03628457887084624,0.12404657406856348,0.06025162595550016,0.002170471766311975,0.0019032330959944273,0.0013930735871047861,0.12222763549808348,0.00670630715300573
China,en.people.cn,energy transition,2020,0.001237787900543438,0.14207011357789626,0.004973220916749712,0.1530141497695506,0.008046233414551894,0.1840054477457335,0.0033269572295645524,0.049263872698962596,0.009665772156362879,0.006116005780121961,0.0530659059384023,0.0025304585247003537,0.0913726672240705,0.02743400168125065,0.020961697102475384,0.008906529883160779,0.0013203373953502666,0.1945653489519497,0.022784603798949504,0.015338888309652774
China,chinadaily.com.cn,energy transition,2020,0.0020794318165372467,0.004186210810520811,0.004587781780771413,0.005674238290961515,0.046950714203146136,0.5997640848995764,0.008097445859779605,0.04642511631662896,4.095667058632139e-4,0.012053298283618062,5.457503026056664e-4,0.0848790087657174,0.05383146689696176,0.05728579124655254,0.020945459025414195,5.031333383676828e-4,7.55828847447003e-4,0.013318682220258029,0.030577193332717266,0.00712979705655547
China,chinadaily.com.cn,energy transition,2020,0.001288039118101251,1.888478145932075e-4,0.004700843244079269,5.847976904962579e-4,0.026595885444311285,0.03235188792845002,0.00414597805545073,0.03844657399347133,4.431816682294525e-5,0.1429509941818027,2.7408683504097456e-4,0.6495372686500818,0.00521056769395827,0.004239435259813286,0.0025996612725345393,3.7185813719729587e-4,2.2344831543105075e-4,2.2707896156417637e-4,0.08537489498213575,6.435342546637657e-4
China,chinadaily.com.cn,energy transition,2020,0.0013033000113871357,0.08271391857477133,0.005936527796788811,0.010291209580557018,0.0037629832140517808,0.3870348219098108,0.002762854421564561,0.012926708855018652,6.959270656782969e-4,0.011692142834232692,3.0638377699276074e-4,0.09168324337571057,0.033299654104409195,0.10022335070751943,0.1668496915207671,8.702574687307928e-4,3.158717216281479e-4,0.0016241444818343603,0.08136963744998454,0.004337371128562049
China,chinadaily.com.cn,energy transition,2020,0.008643757552012892,0.0022513092356614118,0.013443934230473681,0.0016523802206304151,0.1373645834371504,0.04361768360639752,0.14668281986978066,0.002415206961584258,3.1236870791100026e-4,0.00963113468803077,5.64786821603879e-4,0.2749937988711147,0.008316950045581539,0.014966602774346603,0.15640562565255134,8.322680213290914e-4,6.721883090056064e-4,5.807052470808028e-4,0.14701440404875155,0.029637491699001997
China,chinadaily.com.cn,energy transition,2020,0.008643757552012892,0.0022513092356614118,0.013443934230473681,0.0016523802206304151,0.1373645834371504,0.04361768360639752,0.14668281986978066,0.002415206961584258,3.1236870791100026e-4,0.00963113468803077,5.64786821603879e-4,0.2749937988711147,0.008316950045581539,0.014966602774346603,0.15640562565255134,8.322680213290914e-4,6.721883090056064e-4,5.807052470808028e-4,0.14701440404875155,0.029637491699001997
China,chinadaily.com.cn,energy transition,2020,0.008643757552012892,0.0022513092356614118,0.013443934230473681,0.0016523802206304151,0.1373645834371504,0.04361768360639752,0.14668281986978066,0.002415206961584258,3.1236870791100026e-4,0.00963113468803077,5.64786821603879e-4,0.2749937988711147,0.008316950045581539,0.014966602774346603,0.15640562565255134,8.322680213290914e-4,6.721883090056064e-4,5.807052470808028e-4,0.14701440404875155,0.029637491699001997
China,chinadaily.com.cn,energy transition,2020,0.008885280818538085,0.0022453736004330017,0.013617486407299787,0.0016426654698416619,0.13579129666911705,0.042778983562146516,0.1442565618813469,0.002306913035458996,3.145688733200193e-4,0.009301586470069241,5.784833674659248e-4,0.27635184162242993,0.008178029360725113,0.014453804333509167,0.15946477027690903,8.402020133275971e-4,7.543581681571146e-4,5.809478906023479e-4,0.14714648041008377,0.030510365769218825
China,chinadaily.com.cn,energy transition,2020,0.008643757552012892,0.0022513092356614118,0.013443934230473681,0.0016523802206304151,0.1373645834371504,0.04361768360639752,0.14668281986978066,0.002415206961584258,3.1236870791100026e-4,0.00963113468803077,5.64786821603879e-4,0.2749937988711147,0.008316950045581539,0.014966602774346603,0.15640562565255134,8.322680213290914e-4,6.721883090056064e-4,5.807052470808028e-4,0.14701440404875155,0.029637491699001997
China,chinadaily.com.cn,energy transition,2020,2.7126869249073085e-4,4.6146559440118044e-4,0.0023210020663917566,2.2753131246184083e-4,0.0013611029272844095,0.9706127007909617,1.6885124501098137e-4,2.0663631596196816e-4,2.9992097539432565e-5,5.1077986128808825e-5,1.3480067178267416e-5,0.007906682486336344,6.0966068697448065e-5,4.869267160147978e-4,0.006072763470266754,2.4827334780360692e-5,5.9489352913672284e-5,8.357363917937264e-4,0.0010462984039486586,0.007781200679436896
China,chinadaily.com.cn,energy transition,2020,2.7126869249073085e-4,4.6146559440118044e-4,0.0023210020663917566,2.2753131246184083e-4,0.0013611029272844095,0.9706127007909617,1.6885124501098137e-4,2.0663631596196816e-4,2.9992097539432565e-5,5.1077986128808825e-5,1.3480067178267416e-5,0.007906682486336344,6.0966068697448065e-5,4.869267160147978e-4,0.006072763470266754,2.4827334780360692e-5,5.9489352913672284e-5,8.357363917937264e-4,0.0010462984039486586,0.007781200679436896
China,chinadaily.com.cn,energy transition,2020,2.7126869249073085e-4,4.6146559440118044e-4,0.0023210020663917566,2.2753131246184083e-4,0.0013611029272844095,0.9706127007909617,1.6885124501098137e-4,2.0663631596196816e-4,2.9992097539432565e-5,5.1077986128808825e-5,1.3480067178267416e-5,0.007906682486336344,6.0966068697448065e-5,4.869267160147978e-4,0.006072763470266754,2.4827334780360692e-5,5.9489352913672284e-5,8.357363917937264e-4,0.0010462984039486586,0.007781200679436896
China,chinadaily.com.cn,energy transition,2020,2.7126869249073085e-4,4.6146559440118044e-4,0.0023210020663917566,2.2753131246184083e-4,0.0013611029272844095,0.9706127007909617,1.6885124501098137e-4,2.0663631596196816e-4,2.9992097539432565e-5,5.1077986128808825e-5,1.3480067178267416e-5,0.007906682486336344,6.0966068697448065e-5,4.869267160147978e-4,0.006072763470266754,2.4827334780360692e-5,5.9489352913672284e-5,8.357363917937264e-4,0.0010462984039486586,0.007781200679436896
China,chinadaily.com.cn,energy transition,2020,0.004655462597723664,6.010674713259776e-4,0.15038293519653684,0.012109059529211647,0.1455035129298604,0.009125532855160602,0.05679512315291372,0.004857217773270153,0.0016942593278945239,0.0018656472096027154,0.021090633234647223,0.03092879315626866,0.00488977514442002,0.0029357153815683123,0.0031331508495524804,0.005368433093414037,0.0017603276964241134,0.007656415158702011,0.4889692182697406,0.04567771997176235
China,chinadaily.com.cn,energy transition,2020,0.001677437404390261,0.004295484115561869,5.788358871599731e-4,0.0010967258426394656,0.002989800875712422,0.42863087340721395,0.0024406082043415315,0.004814175037457766,2.1839145805873308e-4,0.12643160644118792,1.6897025676482195e-4,0.08504025700137136,0.038822198670539126,0.2527046317980173,0.033961592722705304,5.674920025572695e-4,5.263603081236606e-4,0.0025933496774149596,0.010098223155890018,0.0023429857328922474
China,en.people.cn,energy transition,2021,0.051918784819665796,0.11464293901811608,0.0012081103032676233,0.0017202576930301125,0.30536604701897957,0.03250021001018599,0.021758671347156353,0.004878711808020949,5.420994085874295e-4,0.02135566389216566,0.001846862540586043,0.1316527972428328,0.16421687578243696,0.08615324318907921,0.015111556780626765,2.1320753096734906e-4,0.0010584955155413425,0.004008285014570476,0.018720291104050296,0.02112688998013306
China,chinadaily.com.cn,energy transition,2021,0.0025363181991707997,0.10286585334599897,0.0028734203479285876,0.04314457777284493,0.0018828148360522498,0.2285815768202768,0.004525775639884571,0.005553662301234997,0.004520536494695112,0.06817683434568364,0.0019135158195246183,0.12151919157891414,0.03995106539853341,0.2112036609254893,0.024461019880632026,0.02648156168789706,7.52702421939867e-4,0.008929760029835383,0.09393679649130637,0.006189355662156796
China,chinadaily.com.cn,energy transition,2021,0.002774374502447192,0.10706330514982572,0.0030631004311956794,0.04267903378036995,0.0018910626195351489,0.21936743616977955,0.004387115241316928,0.005168051769427903,0.004134263596888636,0.056446789050717316,0.001589148733683422,0.15238536567376013,0.03614739725716236,0.20712888465059903,0.025649513708778052,0.021268981268128092,7.262158390056318e-4,0.008898488944503733,0.09294615256066784,0.006285319052207519
China,chinadaily.com.cn,energy transition,2021,0.002963830231449731,0.003307589445630542,0.03635724199102759,0.0037952774944720186,0.03090329860474008,0.06935197871219463,0.013369254796976591,0.0047041373947836465,0.001297222319294864,0.01447301135609444,0.001757794385683709,0.09519474252691823,0.03607487532989803,0.0656785865916494,0.07068780979760815,0.023186221320297632,0.03032340597601135,0.0037883764594970537,0.4796494371731572,0.013135908092615096
China,chinadaily.com.cn,energy transition,2021,0.003764372500473015,0.0010890494497398946,0.005063251116311576,0.1772357767479309,0.02315152998466199,0.022810921207168745,7.185919960196357e-4,0.0030597670023637504,0.018890083048160686,0.008590044112863035,2.6764306537588155e-4,0.29027639119029536,0.00862854367994223,0.06255300221440077,0.10461225547687862,0.01948982231750704,7.658030876478699e-4,0.0019487599969615402,0.24129918948170326,0.005785202323593899
China,chinadaily.com.cn,energy transition,2021,0.003876732815090008,0.0010931888600020834,0.00463870328283289,0.18890818023976236,0.022305410718434893,0.021871264537524433,7.024675214470446e-4,0.0029865585881973175,0.018468371626423678,0.00934301858624591,2.637923266156643e-4,0.2828982668632374,0.009257780179638839,0.06343413224635379,0.10349666692470341,0.01952234733855544,7.435130642765988e-4,0.001852645441654241,0.2389534502194886,0.0053835086195155694
China,chinadaily.com.cn,energy transition,2021,0.003876732815090008,0.0010931888600020834,0.00463870328283289,0.18890818023976236,0.022305410718434893,0.021871264537524433,7.024675214470446e-4,0.0029865585881973175,0.018468371626423678,0.00934301858624591,2.637923266156643e-4,0.2828982668632374,0.009257780179638839,0.06343413224635379,0.10349666692470341,0.01952234733855544,7.435130642765988e-4,0.001852645441654241,0.2389534502194886,0.0053835086195155694
China,chinadaily.com.cn,energy transition,2021,0.003983368595296578,0.0011027522888449382,0.004619212253137364,0.18864647810060944,0.02171067820820323,0.02189213562033415,6.94092887164845e-4,0.002964078065547784,0.018332667755414044,0.009331332481127885,2.6057066481995615e-4,0.2828835502791665,0.00916373854808707,0.06279837145332672,0.10547186992492932,0.019481406282431342,7.401998536516548e-4,0.0018376969460931782,0.2387696209865019,0.005316178805312511
China,chinadaily.com.cn,energy transition,2021,0.003876732815090008,0.0010931888600020834,0.00463870328283289,0.18890818023976236,0.022305410718434893,0.021871264537524433,7.024675214470446e-4,0.0029865585881973175,0.018468371626423678,0.00934301858624591,2.637923266156643e-4,0.2828982668632374,0.009257780179638839,0.06343413224635379,0.10349666692470341,0.01952234733855544,7.435130642765988e-4,0.001852645441654241,0.2389534502194886,0.0053835086195155694
China,chinadaily.com.cn,energy transition,2021,0.003876732815090008,0.0010931888600020834,0.00463870328283289,0.18890818023976236,0.022305410718434893,0.021871264537524433,7.024675214470446e-4,0.0029865585881973175,0.018468371626423678,0.00934301858624591,2.637923266156643e-4,0.2828982668632374,0.009257780179638839,0.06343413224635379,0.10349666692470341,0.01952234733855544,7.435130642765988e-4,0.001852645441654241,0.2389534502194886,0.0053835086195155694
China,chinadaily.com.cn,energy transition,2021,0.0011569995599774938,0.004494211032976493,0.24447557908989656,0.005118191794604922,0.08908748140309854,0.15754352697571888,0.011705534465550518,0.004091320849443853,0.00727037801732908,0.0036726198923067365,0.0016056875803691353,0.023596983161263147,0.002164280374592744,0.0026547147144947874,0.29837295418607307,0.0017977088582779113,0.0013518106379925908,0.0014738057158705017,0.12625526516092403,0.01211094652923867
China,chinadaily.com.cn,energy transition,2021,0.006880062390175235,0.011597615572911715,0.0055900056428585185,0.005098068911150286,0.035277823918441885,0.16347808890566778,0.0022765315549615334,0.0055288516852067884,0.003131649391880814,0.016136602061957602,9.321434716208982e-4,0.09712938723888329,0.01852875279547142,0.2217993597807592,0.2004285357841808,0.002419102515413996,7.260718583334928e-4,0.0031884192545831103,0.06488413147717614,0.13496879578836565
China,chinadaily.com.cn,energy transition,2021,0.006213983736654818,0.3386477775835141,0.011994390058221751,0.006421253015237254,0.049551294149630463,0.04341191528886787,0.016359803580006747,0.08586980608926678,0.00961639980822317,0.03933940395819695,0.01338204435356024,0.12719954221111868,0.02364948489050142,0.015951900202690324,0.17228017660636985,0.0010359014795547079,4.7997088358069724e-4,0.002374715975785639,0.030813461020589367,0.005406775108429303
China,chinadaily.com.cn,energy transition,2021,0.0019267098394849574,0.0044341262406315364,0.18935783658346575,0.030410521516154806,0.009122709304101105,0.17061954873534105,0.001294525445021239,0.002676050084596282,0.0013480513879214476,0.0012797592743694001,2.821861558326435e-4,0.22601973749457285,0.0015900148098277583,0.0074097246337662724,0.20133525340585767,0.008206135216229642,0.0012268919546875815,0.005350815356521679,0.1265100480439179,0.009599354517698808
China,chinadaily.com.cn,energy transition,2021,0.1347435285628913,0.003424555511532718,0.002945567179543683,7.655477878128408e-4,0.0351217662549819,0.22976429470586104,4.1887903765626964e-4,5.899683207323529e-4,2.0729473153828357e-4,3.623665784318328e-4,1.6332950302707755e-4,0.1852045917571236,3.804255964117624e-4,0.0038021831597088596,0.030044888934850942,1.2492683996039044e-4,2.039200178373549e-4,0.00163138290295531,0.0035255414992562493,0.36657504111788636
China,chinadaily.com.cn,energy transition,2021,0.13470002336253822,0.0029699443014390018,0.003020568261232301,7.639485262778846e-4,0.03712478062242656,0.21409929427835514,4.1348160762652813e-4,5.82329156361895e-4,2.0314411096533877e-4,3.469735555726015e-4,1.608725263407995e-4,0.19118117065328663,3.637292269440762e-4,0.003599888311097628,0.02800503258718443,1.2500201148456306e-4,2.0370526512297898e-4,0.001604896206109586,0.003633140009684903,0.37689807541994885
China,chinadaily.com.cn,energy transition,2021,0.02412566725505811,0.004354487569443855,0.01970572257039077,0.004612029333783348,0.04832242288699115,0.22025039772793972,0.00315503736289751,0.017262038228080832,9.99961022319599e-4,0.007294147222275049,0.0010144161803110965,0.13840645633459447,0.015608953258439773,0.03436350704320068,0.19877132469736258,0.025827421230505163,0.004618555655185418,0.026917639075323227,0.18976048357932904,0.01462933176656893
China,chinadaily.com.cn,energy transition,2021,0.0016718185676838288,0.0020780982372991495,0.0016689647425786258,3.8758251262546804e-4,0.002063583424831344,0.8431715322920365,4.5543582338721216e-4,0.0011549046687159027,6.468484978460425e-5,0.0011896468087948487,1.3220763127833997e-5,0.0851510962400085,7.602248006779655e-4,0.024336508016651492,0.022970302938204692,9.926012217129147e-5,1.7116961287593117e-4,0.0015543751437620264,0.0057685501772926934,0.005269040257489806
China,chinadaily.com.cn,energy transition,2021,0.0016718185676838288,0.0020780982372991495,0.0016689647425786258,3.8758251262546804e-4,0.002063583424831344,0.8431715322920365,4.5543582338721216e-4,0.0011549046687159027,6.468484978460425e-5,0.0011896468087948487,1.3220763127833997e-5,0.0851510962400085,7.602248006779655e-4,0.024336508016651492,0.022970302938204692,9.926012217129147e-5,1.7116961287593117e-4,0.0015543751437620264,0.0057685501772926934,0.005269040257489806
China,chinadaily.com.cn,energy transition,2021,0.0016718185676838288,0.0020780982372991495,0.0016689647425786258,3.8758251262546804e-4,0.002063583424831344,0.8431715322920365,4.5543582338721216e-4,0.0011549046687159027,6.468484978460425e-5,0.0011896468087948487,1.3220763127833997e-5,0.0851510962400085,7.602248006779655e-4,0.024336508016651492,0.022970302938204692,9.926012217129147e-5,1.7116961287593117e-4,0.0015543751437620264,0.0057685501772926934,0.005269040257489806
China,chinadaily.com.cn,energy transition,2021,0.0016718185676838288,0.0020780982372991495,0.0016689647425786258,3.8758251262546804e-4,0.002063583424831344,0.8431715322920365,4.5543582338721216e-4,0.0011549046687159027,6.468484978460425e-5,0.0011896468087948487,1.3220763127833997e-5,0.0851510962400085,7.602248006779655e-4,0.024336508016651492,0.022970302938204692,9.926012217129147e-5,1.7116961287593117e-4,0.0015543751437620264,0.0057685501772926934,0.005269040257489806
China,chinadaily.com.cn,energy transition,2021,0.04777531144756531,8.255701091358953e-4,0.0019925183667467475,2.7320815152823364e-4,0.028848707372570833,0.5378600183745206,1.9353956085800235e-4,2.7556541578772415e-4,7.359756162365746e-5,6.715281037903799e-5,5.6349589534469614e-5,0.06717076369317955,6.548076054340331e-5,6.690165943742729e-4,0.007249498720462882,3.656724154307593e-5,9.659405971604799e-5,0.001115089118397395,0.001596817484810864,0.30375863356672217
